Draw_91,,Check Undo với nhiều thao tác liên tiếp,,,"1. HS vẽ 4 hình liên tiếp
2. HS nhấn Undo từng lần",,"- Hình/nét được vẽ lại đúng vị trí, màu sắc, độ dày ban đầu",N/A,No run,,,,,,,,,,,,,,,
Draw_92,,Check Nhấn Undo khi không còn hành động,,,"1. HS vẽ 3 nét
2. HS nhấn Undo 3 lần
3. Quan sát nút Undo",,- Mỗi lần Undo xóa đúng hành động gần nhất- Thứ tự Undo chính xác,N/A,No run,,,,,,,,,,,,,,,
Draw_93,,Check Tạo Text + Undo,,,"1. HS chỉnh sửa text từ (1) Hello thành (2) Hi
2. HS nhấn Undo",,- Các hành động được phục hồi đúng thứ tự đã Undo,N/A,No run,,,,,,,,,,,,,,,
Draw_94,,Check Sửa Text + Undo,,,"1. HS chọn 1 hình/nét/text
2. Kéo từ vị trí (1) sang (2)
3. HS nhấn Undo",,- Không có thay đổi trên canvas- Không phát sinh lỗi,N/A,No run,,,,,,,,,,,,,,,
Draw_95,,Check Di chuyển đối tượng + Undo,,,"1. HS chọn 1 hình/nét/text
2. Kéo từ vị trí (1) sang (2)
3. HS nhấn Undo",,- Không Redo lại hành động cũ- Chỉ giữ các thao tác mới,N/A,No run,,,,,,,,,,,,,,,
Draw_96,,Check Resize hình + Undo,,,"1. HS vẽ hình vuông (1)
2. Resize hình sang kích thước (2)
3. HS nhấn Undo",,- Trạng thái canvas chính xác- Không sai lệch dữ liệu,N/A,No run,,,,,,,,,,,,,,,
Draw_97,,Check Paste + Undo,,,"1. HS copy & paste đối tượng tạo bản sao
2. HS nhấn Undo",,- Canvas quay về đúng trạng thái trước Redo,N/A,No run,,,,,,,,,,,,,,,
Draw_98,,Check Eraser + Undo,,,"1. HS dùng Eraser xóa 1 nét/hình
2. HS nhấn Undo",,- Text bị xóa hoàn toàn,N/A,No run,,,,,,,,,,,,,,,
Draw_99,,Check Delete (Xóa) + Undo,,,"1. HS dùng Eraser xóa 1 nét/hình
2. HS nhấn Undo",,"- Text hiển thị lại đúng nội dung, vị trí",N/A,No run,,,,,,,,,,,,,,,
1.8. Kiểm tra chức năng : Redo                                                                                             ,,,,,,,,,,,,,,,,,,,,,,,,
Draw_100,,Kiểm tra trạng thái nút Redo khi chưa có thao tác,,,"1. HS mở lớp học trên tablet
2. Quan sát thanh công cụ",,"- Nút Redo bị disable (mờ)
- Không thao tác được",N/A,No run,,,,,,,,,,03/02/2026,,,,,
Draw_101,,Kiểm tra Redo khôi phục 1 hành động vừa Undo,,,"1. HS chọn Pen Tool / Shape Tool
2. Vẽ 1 hình hoặc 1 nét
3. Nhấn Undo
4. Nhấn Redo",,"- Hình/nét được khôi phục lại đúng vị trí, màu sắc, độ dày",N/A,No run,,,,,,,,,,02/02/2026,,,,,
Draw_102,,Kiểm tra Redo hoạt động theo đúng thứ tự,,,"1. HS vẽ nhiều hình/nét khác nhau
2. Nhấn Undo nhiều lần
3. Nhấn Redo nhiều lần",,- Mỗi lần Redo phục hồi đúng hành động theo thứ tự,N/A,No run,,,,,,,,,,,,,,,
Draw_103,,Kiểm tra Redo hoạt động theo đúng thứ tự,,,1. HS nhấn Redo,,"- Canvas không thay đổi
- Không xảy ra lỗi",N/A,No run,,,,,,,,,,,,,,,
Draw_104,,Kiểm tra Redo stack bị xóa sau khi có hành động mới,,,"1. HS vẽ 1 hình/nét
2. Nhấn Undo
3. Vẽ 1 hình/nét mới
4. Nhấn Redo",,"- Không Redo lại hành động cũ
- Redo bị disable",N/A,No run,,,,,,,,,,,,,,,
Draw_105,,Kiểm tra Redo stack bị xóa sau khi có hành động mới,,,"1. HS vẽ 2–3 hình/nét
2. Nhấn Undo 1 lần
3. Nhấn Redo",,- Canvas hiển thị đúng trạng thái ban đầu,N/A,No run,,,,,,,,,,,,,,,
Draw_106,Kết hợp Undo + Redo,Kiểm tra phối hợp Undo rồi Redo,,,"1. HS nhấn Redo
2. HS nhấn Undo",,- Canvas quay về đúng trạng thái trước Redo,N/A,No run,,,,,,,,,,,,,,,
Draw_107,,Kiểm tra Redo rồi Undo,,,"1. HS chọn Text Tool
2. Nhập nội dung text
3. Nhấn Undo
4. Nhấn Redo",,"- Text hiển thị lại đúng nội dung
- Giữ nguyên vị trí, font, size",N/A,No run,,,,,,,,,,,,,,,
Draw_108,,Kiểm tra Redo hoạt động với Text,,,"1. HS chọn Text Tool
2. Nhập nội dung text
3. Nhấn Undo
4. Nhấn Redo",,- Text được khôi phục đúng thứ tự Undo,N/A,No run,,,,,,,,,,,,,,,
Draw_109,,Kiểm tra Redo stack của Text bị xóa,,,"1. HS nhập text
2. Nhấn Undo
3. Vẽ 1 hình/nét mới
4. Nhấn Redo",,- Không Redo lại text đã Undo,N/A,No run,,,,,,,,,,,,,,,
1.9. Kiểm tra chức năng : Copy                                                                             ,,,,,,,,,,,,,,,,,,,,,,,,
Draw_110,,Kiểm tra trạng thái nút Copy khi mở Drawing,,,"1. HS bật chế độ vẽ (Drawing mode)
2. Quan sát Drawing toolbar",,"- Nút Copy hiển thị đúng icon, đúng vị trí
- Nút Copy bị disable khi chưa chọn đối tượng",Passed,No run,,,,,,,,,,04/02/2026,,,,,
Draw_111,,Kiểm tra nút Copy có phản hồi khi click,,,"1. HS chọn 1 đối tượng bất kỳ
2. Nhấn nút Copy",,"- Hệ thống thực hiện copy đối tượng đã chọn
- Không xảy ra lỗi hoặc treo màn",Passed,No run,,,,,,,,,,04/02/2026,,,,,
Draw_112,,Kiểm tra sao chép cơ bản với 1 đối tượng,,,"1. HS chọn 1 đối tượng (text / hình / nét)
2. Nhấn Copy
3. Nhấn Paste",,"- Tạo 1 bản sao mới của đối tượng
- Bản sao giữ nguyên thuộc tính (màu, size, nội dung)
- Bản sao hiển thị lệch nhẹ so với bản gốc",Passed,No run,,,,,,,,,,04/02/2026,,,,,
Draw_113,,Kiểm tra copy liên tiếp các đối tượng khác nhau,,,"1. HS chọn đối tượng 1
2. Nhấn Copy → Paste
3. HS chọn đối tượng 2
4. Nhấn Copy → Paste",,"- Mỗi đối tượng được copy đúng theo lần thao tác
- Không ghi đè dữ liệu copy trước đó",Passed,No run,,,,,,,,,,04/02/2026,,,,,
Draw_114,,Kiểm tra hành vi khi copy “trống”,,,"1. HS không chọn đối tượng nào
2. Nhấn nút Copy`",,"- Không có đối tượng nào được copy
- Không tạo bản sao khi nhấn Paste
- Không xảy ra lỗi",Passed,No run,,,,,,,,,,04/02/2026,,,,,
2.0. Kiểm tra chức năng :Paste                                                                                            ,,,,,,,,,,,,,,,,,,,,,,,,
Draw_115,,Kiểm tra trạng thái nút Paste khi mở chế độ vẽ,,"HS vào lớp học, mở canvas","1. HS bật chế độ vẽ (Drawing mode)
2. Quan sát Drawing toolbar",,"- Nút Paste hiển thị rõ ràng, đúng icon
- Ở trạng thái disable khi chưa thực hiện Copy",Passed,No run,,,,,,,,,,04/02/2026,,,,,
Draw_116,,Kiểm tra dán 1 đối tượng đơn,,Canvas trống hoặc có sẵn đối tượng,"1. HS vẽ 1 hình tròn
2. Chọn hình tròn
3. Nhấn Copy
4. Nhấn Paste",,"- Một hình tròn mới được dán thành công
- Hình mới giống bản gốc (màu, kích thước, style)
- Vị trí hiển thị lệch nhẹ so với bản gốc",Passed,No run,,,,,,,,,,04/02/2026,,,,,
Draw_117,,Kiểm tra dán nhóm nhiều đối tượng,,Canvas có nhiều đối tượng,"1. HS chọn nhiều đối tượng bằng Selection Tool
2. Nhấn Copy
3. Nhấn Paste",,"- Một nhóm đối tượng mới được tạo
- Giữ nguyên hình dạng, màu sắc
- Khoảng cách tương đối giữa các đối tượng được giữ nguyên",N/A,No run,,,,,,,,,,04/02/2026,,,,,
Draw_118,,Kiểm tra dán nhóm nhiều đối tượng,,Đã thực hiện Copy,"1. HS chọn 1 đối tượng
2. Nhấn Copy
3. Nhấn Paste 4 lần liên tiếp",,"- Tạo thành công 4 bản sao mới
- Mỗi bản sao hiển thị tại vị trí hợp lệ trên canvas
",Passed,No run,,,,,,,,,,04/02/2026,,,,,
Draw_119,,Kiểm tra dán liên tục từ clipboard,,"HS vừa vào lớp mới, chưa Copy","1. HS không thực hiện Copy
2. Nhấn nút Paste",,"- Không có thay đổi trên canvas
- Không tạo đối tượng mới
- Nút Paste vẫn ở trạng thái disable hoặc không phản hồi",Passed,No run,,,,,,,,,,04/02/2026,,,,,
Draw_120,,Kiểm tra dữ liệu clipboard trong cùng session,,Đã Copy trước đó,"1. HS Copy 1 đối tượng
2. Chuyển sang tab/board khác trong lớp
3. Nhấn Paste",,"- Đối tượng được dán thành công trong cùng session
- Không lỗi, không mất dữ liệu",Failed,No run,,,,,,,,,,04/02/2026,,,,,
2.1. Kiểm tra chức năng : Eraser                                                                                      ,,,,,,,,,,,,,,,,,,,,,,,,
Draw_121,,Kiểm tra hiển thị mặc định,,"HS đã vào lớp học, mở canvas","1. HS bật chế độ vẽ (Drawing mode)
2. Quan sát Drawing toolbar",,"- Biểu tượng Eraser (cục tẩy) hiển thị rõ ràng
- Icon đúng vị trí, không bị mờ hoặc che khuất",Passed,,,,,,,,,,,05/02/2026,,,,,
Draw_122,,Kiểm tra xóa nét vẽ / hình,,Canvas có ít nhất 1 hình hoặc 1 nét,"1. HS vẽ 1 hình hoặc 1 nét bất kỳ
2. Chọn công cụ Eraser
3. Di chuyển ngón tay/bút qua phần đã vẽ và nhấn giữ để tẩy
4. Quan sát quá trình xóa",,"- Phần được chạm bởi Eraser biến mất ngay
- Phần không bị chạm không bị ảnh hưởng
- Thao tác mượt, không giật, không lag
- Đồng bộ hiển thị đúng trên các thiết bị khác (nếu có)",Passed,,,,,,,,,,,05/02/2026,,,,,
Draw_123,,Hoàn tác thao tác Eraser,,Có nút Undo khả dụng,"1. HS vẽ 1 nét bất kỳ
2. Dùng Eraser xóa nét đó
3. Nhấn nút Undo",,"- Nét vẽ đã xóa được phục hồi chính xác
- Đúng vị trí, đúng hình dạng ban đầu",No run,,,,,,,,,,,05/02/2026,,,,,
Draw_124,,Redo thao tác Eraser,,Đã thực hiện Undo,"1. HS vẽ 1 nét bất kỳ
2. Dùng Eraser xóa nét đó
3. Nhấn Undo
4. Nhấn Redo",,"- Nét vẽ bị xóa lại đúng theo thao tác Eraser ban đầu
- Trạng thái canvas giống sau bước xóa",No run,,,,,,,,,,,05/02/2026,,,,,
2.2. Kiểm tra chức năng : Delete / Trash                                                                     ,,,,,,,,,,,,,,,,,,,,,,,,
Draw_125,,Kiểm tra hiển thị mặc định nút Delete,,"HS đã vào lớp, mở chế độ vẽ","1. HS mở Drawing toolbar
2. Quan sát icon Delete",,- Icon Delete (thùng rác) hiển thị rõ ràng- Không bị disable,N/A,,,,,,,,,,,04/02/2026,,,,,
Draw_126,,Xóa toàn bộ canvas khi có nhiều đối tượng,,"Canvas có hình, nét, text","1. HS vẽ nhiều hình, nét, text trên canvas
2. Nhấn nút Delete",,"- Toàn bộ canvas bị xóa sạch
- Không còn bất kỳ đối tượng nào",N/A,,,,,,,,,,,02/02/2026,,,,,
Draw_127,,Nhấn Delete khi đã chọn 1 đối tượng,,Canvas có nhiều đối tượng,"1. HS chọn 1 đối tượng bằng Selection Tool
2. Nhấn Delete",,"- Vẫn xóa toàn bộ canvas
- Không chỉ xóa đối tượng đang chọn",N/A,,,,,,,,,,,,,,,,
Draw_128,,Nhấn Delete khi chọn nhiều đối tượng,,Canvas có nhiều đối tượng,"1. HS chọn nhiều đối tượng (kéo vùng chọn)
2. Nhấn Delete",,- Toàn bộ canvas bị xóa- Selection không ảnh hưởng đến phạm vi xóa,N/A,,,,,,,,,,,,,,,,
Draw_129,,Nhấn Delete khi không chọn đối tượng,,Canvas có dữ liệu,"1. HS không chọn đối tượng nào
2. Nhấn Delete",,- Toàn bộ canvas bị xóa,N/A,,,,,,,,,,,,,,,,
Draw_130,,Undo sau khi Delete (Clear All),,Đã nhấn Delete,"1. HS nhấn Delete (canvas trống)
2. Nhấn Undo",,- Toàn bộ nội dung trước đó được khôi phục đầy đủ,N/A,,,,,,,,,,,,,,,,
Draw_131,,Redo thao tác Delete,,Đã Undo,1. HS nhấn Redo,,- Canvas bị xóa lại toàn bộ,N/A,,,,,,,,,,,,,,,,
Draw_132,,Nhấn Delete khi canvas trống,,Canvas trống,1. HS nhấn Delete,,"- Không có thay đổi- Không lỗi, không treo app",N/A,,,,,,,,,,,,,,,,
WHITEBOARD – GV NEXT & QUAY LẠI TRANG,,,,,,,,,,,,,,,,,,,,,,,,
,,Check HS thấy trang whiteboard mới khi GV Next trang,,,,,,No run,,,,,,,,,,,04/02/2026,,,,,
,,Check GV quay lại trang whiteboard cũ – HS vẫn nhận đủ dữ liệu đã vẽ trước đó,,,"1. GV ở trang WB 1
2. GV vẽ nội dung (hình/chữ/nét vẽ)
3. HS xác nhận thấy nội dung
4. GV nhấn Next sang trang 2
5. GV nhấn Back quay lại trang 1
6. Quan sát màn hình HS",,"- HS được sync về đúng trang 1
- Toàn bộ nội dung vẽ trước đó hiển thị đầy đủ
- Không mất nét vẽ, không trắng màn",Failed,,,,,,,,,,,04/02/2026,,,,,
,,Check HS vào lớp trễ khi GV đã quay lại trang cũ,,,"1. GV ở trang WB 1 (có dữ liệu)
2. HS vào lớp sau
3. Quan sát màn HS",,"- HS load đúng trang hiện tại của GV
- Nội dung vẽ trước đó hiển thị đầy đủ",,,,,,,,,,,04/02/2026,,,,,,
